,iid
142370,281324539
142371,281325216
142374,281327049
142375,281327508
142376,281327605
142377,281327894
142378,281328425
142379,281329153
142380,281329439
142381,281331108
142382,281332204
142384,281334826
142385,281363570
142386,281364741
142388,281366073
142389,281366582
142391,281368350
142392,281368616
142393,281369474
142395,281370056
142396,281370198
142397,281370546
142398,281374241
142400,281377389
142401,281377481
142402,281385030
142403,281394004
142404,281394296
142405,281394313
142406,281394348
142407,281394702
142408,281395040
142409,281395203
142410,281395211
142411,281395253
142413,281396451
142414,281396646
142416,281399438
142417,281401376
142418,281402423
142419,281402590
142420,281402889
142421,281403158
142422,281405812
142423,281406662
142424,281407233
142425,281407815
142426,281408326
142427,281409686
142428,281409821
142429,281410270
142430,281410420
142431,281410546
142432,281410593
142434,281436678
142435,281436945
142436,281437200
142437,281437423
142439,281437802
142440,281438231
142441,281438753
142442,281439290
142444,281440540
142446,281442155
142447,281442849
142448,281442858
142449,281443711
142450,281445474
142451,281445577
142452,281445939
142453,281447023
142454,281447370
142455,281447907
142457,281450410
142458,281457047
142459,281457464
142460,281461944
142461,281461955
142463,281462142
142464,281465546
142465,281496792
142466,281497497
142467,281497847
142468,281504481
142469,281507352
142470,281509018
142471,281510533
142474,281512249
142475,281514180
142476,281514198
142477,281517472
142478,281517631
142479,281518358
142480,281519304
142481,281519673
142482,281520351
142483,281520917
142484,281522827
142485,281522836
142486,281523191
142488,281524249
142489,281524426
142490,281525312
142491,281525619
142492,281526551
142493,281528982
142496,281530259
142497,281531301
142498,281533635
142499,281535223
142501,281539298
142502,281540636
142503,281541926
142504,281570287
142505,281570362
142506,281570818
142507,281583448
142508,281583456
142509,281586755
142510,281587451
142511,281587722
142512,281589194
142513,281589334
142514,281592315
142515,281592385
142516,281593506
142517,281594413
142519,281596152
142520,281596160
142521,281597171
142522,281597288
142523,281597546
142525,281597996
142526,281598265
142527,281598506
142528,281598773
142529,281599279
142531,281632990
142532,281633248
142533,281634706
142534,281644780
142535,281646892
142536,281733463
142537,281735457
142538,281738605
142539,281755157
142540,281755193
142544,281780621
142545,281781976
142546,281782953
142548,281787710
142549,281789781
142550,281802587
142551,281803339
142554,281824062
142555,281834049
142557,281840986
142558,281841491
142559,281846926
142560,281851014
142561,281852128
142562,281853832
142563,281855546
142564,281855561
142565,281856397
142567,281859773
142568,281869246
142569,281870657
142571,281873273
142572,281873940
142575,281878291
142576,281880019
142577,281880028
142578,281880587
142579,281882998
142580,281890942
142581,281892843
142582,281894533
142583,281895078
142584,281897156
142585,281899005
142586,281899015
142587,281900021
142589,281907260
142591,281910392
142592,281912279
142594,281913198
142595,281913545
142596,281916757
142597,281916937
142598,281919329
142599,281919787
142601,281920617
142602,281921432
142603,281921728
142604,281922810
142605,281922829
142607,281923723
142608,281925211
142609,281925224
142611,281925993
142612,281928187
142613,281928205
142614,281928213
142615,281928550
142618,281929970
142619,281929982
142620,281931531
142622,281932111
142625,281934122
142626,281934133
142627,281934816
142628,281934936
142629,281935048
142630,281935877
142632,281937926
142633,281938352
142634,281938441
142635,281939930
142636,281942353
142637,281945138
142638,281945588
142639,281962935
142640,281964211
142643,281991716
142645,281993954
142647,281996402
142648,281996775
142650,281997288
142651,281999180
142652,282000082
142654,282000615
142655,282001404
142656,282001684
142657,282001754
142658,282001762
142659,282001918
142660,282003240
142661,282003548
142662,282004949
142663,282005030
142664,282006278
142665,282007182
142667,282009012
142668,282009464
142669,282010477
142671,282010952
142672,282011105
142673,282011720
142674,282012657
142675,282014267
142676,282016138
142677,282017117
142678,282017557
142679,282018083
142680,282018363
142681,282019643
142682,282020202
142685,282032601
142686,282033808
142687,282034295
142688,282039011
142689,282040560
142690,282045759
142691,282045982
142692,282046299
142693,282046669
142694,282047614
142695,282048285
142696,282048984
142697,282049251
142698,282049357
142700,282051554
142701,282051693
142702,282052011
142703,282052915
142704,282054493
142705,282054808
142707,282055386
142708,282055739
142710,282055891
142712,282059850
142713,282060529
142714,282060848
142715,282061061
142716,282061205
142717,282061298
142718,282061377
142719,282061479
142720,282062215
142721,282062918
142722,282065343
142723,282067812
142724,282067998
142725,282068080
142726,282068410
142727,282069174
142728,282070141
142730,282071904
142731,282072516
142732,282074213
142733,282074396
142734,282076748
142735,282076957
142736,282077671
142737,282077760
142738,282077890
142739,282078163
142740,282078317
142741,282078832
142742,282078947
142743,282114294
142744,282114309
142745,282143723
142746,282144317
142747,282145375
142748,282146186
142749,282146493
142750,282147134
142751,282149859
142752,282150809
142753,282151063
142755,282156616
142756,282156641
142757,282157108
142758,282157132
142759,282164816
142761,282166487
142763,282168097
142766,282169633
142767,282169701
142768,282184468
142769,282188782
142770,282188790
142773,282195854
142774,282196103
142779,282199185
142780,282205256
142782,282208552
142784,282211463
142785,282212165
142786,282212216
142787,282212498
142788,282213074
142790,282213822
142791,282214923
142792,282215138
142793,282218173
142794,282219738
142795,282220137
142796,282220414
142797,282221801
142799,282222451
142802,282223420
142804,282225135
142805,282225192
142806,282225510
142807,282226406
142808,282227070
142809,282227552
142811,282228493
142812,282229534
142813,282230813
142815,282231390
142816,282232002
142817,282232992
142819,282233971
142821,282234758
142822,282235111
142824,282252762
142826,282264364
142827,282264496
142828,282264940
142829,282266937
142831,282268409
142833,282269124
142834,282269390
142835,282269454
142836,282270355
142837,282270889
142838,282271192
142839,282272336
142840,282274130
142841,282280490
142843,282283090
142844,282284888
142845,282285851
142846,282287806
142847,282300065
142848,282320174
142849,282320901
142850,282322087
142851,282322908
142852,282322969
142853,282323225
142854,282323544
142855,282326563
142857,282327492
142861,282334048
142862,282334961
142863,282336145
142864,282336776
142866,282342101
142867,282342351
142868,282342395
142870,282344510
142871,282344755
142873,282346807
142875,282348706
142876,282349858
142877,282361248
142878,282361257
142879,282364312
142880,282364730
142881,282365087
142882,282366793
142884,282367550
142885,282367558
142886,282367637
142887,282368217
142888,282368246
142889,282368785
142890,282369565
142891,282370234
142892,282370410
142894,282370977
142895,282371299
142896,282371522
142897,282371627
142899,282371875
142900,282372836
142902,282373392
142903,282373538
142904,282373547
142905,282373780
142907,282374337
142908,282374593
142909,282374618
142910,282375482
142911,282376009
142912,282376112
142913,282385889
142914,282387247
142915,282387793
142916,282387820
142917,282387978
142918,282388150
142919,282388176
142920,282393147
142921,282393687
142922,282393846
142924,282394995
142925,282396195
142926,282396391
142928,282400827
142929,282401518
142930,282401570
142931,282401911
142932,282401920
142933,282402368
142935,282404436
142936,282404849
142937,282405672
142938,282406010
142939,282406315
142940,282406858
142941,282407064
142942,282407261
142943,282408670
142945,282409548
142946,282410045
142947,282410887
142948,282410906
142949,282412867
142950,282428212
142951,282428249
142952,282429444
142953,282429661
142954,282429741
142955,282430046
142956,282430247
142957,282430506
142958,282431216
142959,282431312
142960,282431340
142961,282431414
142962,282432612
142963,282432680
142964,282433180
142965,282434150
142967,282434939
142968,282436432
142969,282437117
142970,282438188
142971,282438505
142972,282439093
142973,282439649
142974,282439897
142976,282440333
142977,282441056
142978,282441615
